index,labels,comment_sentence,comment_clean,combo,combo_clean
2653,"[0, 0, 0, 1, 1, 0]",a rttextword represents one Book of an original text.,rttextword represents one book original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2654,"[0, 0, 0, 1, 1, 0]",a rttextword Represents One tidings of an pilot text.,rttextword represents one tidings pilot text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2655,"[0, 0, 0, 1, 1, 0]",a rttextword comprise one Book of an Original text.,rttextword comprise one book original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2656,"[0, 0, 0, 1, 1, 0]",a rttextword represents one word of an Original Text.,rttextword represents one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2657,"[0, 0, 0, 1, 1, 0]",a rttextword represent one word of an pilot text.,rttextword represent one word pilot text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2658,"[0, 0, 0, 1, 1, 0]",a rttextword represents one word of an pilot Text.,rttextword represents one word pilot text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2659,"[0, 0, 0, 1, 1, 0]",a rttextword represents one word of an archetype text.,rttextword represents one word archetype text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2660,"[0, 0, 0, 1, 1, 0]",a Rttextword represents one word Of an original Text.,rttextword represents one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2661,"[0, 0, 0, 1, 1, 0]",a rttextword represents one word Of An original text.,rttextword represents one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2662,"[0, 0, 0, 1, 1, 0]",a rttextword represents One Word of an archetype text.,rttextword represents one word archetype text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2663,"[0, 0, 0, 1, 1, 0]",a rttextword represents one Son Of An original text.,rttextword represents one son original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2664,"[0, 0, 0, 1, 1, 0]",A rttextword represents one Scripture of an master text.,rttextword represents one scripture master text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2665,"[0, 0, 0, 1, 1, 0]",a Rttextword correspond One password of an master text.,rttextword correspond one password master text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2666,"[0, 0, 0, 1, 1, 0]",a rttextword symbolize one word of an original text.,rttextword symbolize one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2667,"[0, 0, 0, 1, 1, 0]",A rttextword represents one discussion of an original text.,rttextword represents one discussion original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2668,"[0, 0, 0, 1, 1, 0]",A Rttextword represents one watchword of an archetype text.,rttextword represents one watchword archetype text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2669,"[0, 0, 0, 1, 1, 0]",a rttextword be one word of an original text.,rttextword one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2670,"[0, 0, 0, 1, 1, 0]",a rttextword map one tidings of an original text.,rttextword map one tidings original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2671,"[0, 0, 0, 1, 1, 0]",a rttextword symbolize one word of An original text.,rttextword symbolize one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2672,"[0, 0, 0, 1, 1, 0]",a rttextword Represents one news of an pilot text.,rttextword represents one news pilot text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2673,"[0, 0, 0, 1, 1, 0]",a rttextword comprise one word of an master text.,rttextword comprise one word master text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2674,"[0, 0, 0, 1, 1, 0]",a rttextword represents One word of an Original text.,rttextword represents one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2675,"[0, 0, 0, 1, 1, 0]",a rttextword Represents one word Of an original text.,rttextword represents one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2676,"[0, 0, 0, 1, 1, 0]",a rttextword represents one word of An master text.,rttextword represents one word master text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2677,"[0, 0, 0, 1, 1, 0]",a rttextword map one word Of An master text.,rttextword map one word master text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2678,"[0, 0, 0, 1, 1, 0]",A rttextword represents one Word of an original text.,rttextword represents one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2679,"[0, 0, 0, 1, 1, 0]",a rttextword act one Word of an pilot text.,rttextword act one word pilot text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2680,"[0, 0, 0, 1, 1, 0]",a rttextword constitute one Son of an original text.,rttextword constitute one son original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2681,"[0, 0, 0, 1, 1, 0]",a rttextword symbolize one articulate of an Original text.,rttextword symbolize one articulate original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2682,"[0, 0, 0, 1, 1, 0]",a Rttextword represents one word of an original Text.,rttextword represents one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2683,"[0, 0, 0, 1, 1, 0]",a Rttextword represents one word of an pilot text.,rttextword represents one word pilot text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2684,"[0, 0, 0, 1, 1, 0]",a rttextword represents one watchword of an original text.,rttextword represents one watchword original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2685,"[0, 0, 0, 1, 1, 0]",A rttextword Represents one parole of an Original text.,rttextword represents one parole original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2686,"[0, 0, 0, 1, 1, 0]",a Rttextword symbolize one word of an original text.,rttextword symbolize one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2687,"[0, 0, 0, 1, 1, 0]",a rttextword act One word of an original text.,rttextword act one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2688,"[0, 0, 0, 1, 1, 0]",a rttextword represents one word of an pilot text.,rttextword represents one word pilot text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2689,"[0, 0, 0, 1, 1, 0]",A rttextword represents one parole of an original text.,rttextword represents one parole original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2690,"[0, 0, 0, 1, 1, 0]",a rttextword represents one word Of an original Text.,rttextword represents one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2691,"[0, 0, 0, 1, 1, 0]",a rttextword exemplify one word of an original Text.,rttextword exemplify one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2692,"[0, 0, 0, 1, 1, 0]",a rttextword present one Word of an Original text.,rttextword present one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2693,"[0, 0, 0, 1, 1, 0]",a rttextword represents one news of an master text.,rttextword represents one news master text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2694,"[0, 0, 0, 1, 1, 0]",a rttextword defend one word of an master text.,rttextword defend one word master text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2695,"[0, 0, 0, 1, 1, 0]",a rttextword represents One news of an original text.,rttextword represents one news original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2696,"[0, 0, 0, 1, 1, 0]",a Rttextword defend one word of an archetype text.,rttextword defend one word archetype text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2697,"[0, 0, 0, 1, 1, 0]",a rttextword defend one word of an archetype text.,rttextword defend one word archetype text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2698,"[0, 0, 0, 1, 1, 0]",A rttextword represents One word of an Original text.,rttextword represents one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2699,"[0, 0, 0, 1, 1, 0]",a rttextword represents one word Of an original text.,rttextword represents one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2700,"[0, 0, 0, 1, 1, 0]",A rttextword symbolise one Book of an original text.,rttextword symbolise one book original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2701,"[0, 0, 0, 1, 1, 0]",A rttextword represents one Book of an pilot text.,rttextword represents one book pilot text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
2702,"[0, 0, 0, 1, 1, 0]",a rttextword map one word of an original Text.,rttextword map one word original text,a rttextword represents one word of an original text. | RTTextWord,rttextword represents one word original text | rttextword
