index,class,comment_sentence,partition,combo,labels
1,Abfss.java,this impl delegates to the old filesystem,0,this impl delegates to the old filesystem | abfss java,"[0, 0, 1, 0, 0, 0, 0]"
10334,AuthenticationFilter.java,        // If response code is 401. Then WWW-Authenticate Header should be,0,        // If response code is 401. Then WWW-Authenticate Header should be | AuthenticationFilter.java,"[0, 0, 0, 0, 0, 0, 1]"
10336,AuthenticationFilter.java,   * @param response the response object.,0,   * @param response the response object. | AuthenticationFilter.java,"[0, 0, 0, 1, 0, 0, 0]"
10337,AuthenticationFilter.java,   * @param request the request object.,0,   * @param request the request object. | AuthenticationFilter.java,"[0, 0, 0, 1, 0, 0, 0]"
10339,AuthenticationFilter.java,   * If this method returns <code>null</code> the filter will invoke the configured {@link AuthenticationHandler},0,   * If this method returns <code>null</code> the filter will invoke the configured {@link AuthenticationHandler} | AuthenticationFilter.java,"[0, 0, 0, 0, 0, 0, 1]"
10342,TestFileSystem.java,    // a random suffix per task,0,    // a random suffix per task | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10343,TestFileSystem.java,      // write to temp file initially to permit parallel execution,0,      // write to temp file initially to permit parallel execution | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10344,TestFileSystem.java,      // rename to final location,0,      // rename to final location | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10345,TestFileSystem.java,          // generate a random position,0,          // generate a random position | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10346,TestFileSystem.java,          // seek file to that position,0,          // seek file to that position | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10347,TestFileSystem.java,          // check that byte matches,0,          // check that byte matches | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10348,TestFileSystem.java,          // advance random state to that position,0,          // advance random state to that position | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10349,TestFileSystem.java,// parse command line,0,// parse command line | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10350,TestFileSystem.java,    // Test upper/lower case,0,    // Test upper/lower case | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10352,TestFileSystem.java,    // Different URIs should result in different FS instances,0,    // Different URIs should result in different FS instances | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10353,TestFileSystem.java,    // check basic equality,0,    // check basic equality | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10355,TestFileSystem.java,    // check behaviour with collections,0,    // check behaviour with collections | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10356,TestFileSystem.java,    // multiple invocations of FileSystem.get return the same object.,0,    // multiple invocations of FileSystem.get return the same object. | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10357,TestFileSystem.java,    // multiple invocations of FileSystem.newInstance return different objects,0,    // multiple invocations of FileSystem.newInstance return different objects | TestFileSystem.java,"[1, 0, 0, 0, 0, 0, 0]"
10358,CompletionTest_MemberReference_Dot_Prefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileName(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileName() | CompletionTest_MemberReference_Dot_Prefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10359,CompletionTest_MemberReference_Dot_Prefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileFullPath(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getHeaderFileFullPath() | CompletionTest_MemberReference_Dot_Prefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10360,CompletionTest_MemberReference_Dot_Prefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getFileFullPath(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getFileFullPath() | CompletionTest_MemberReference_Dot_Prefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10361,CompletionTest_MemberReference_Dot_Prefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getFileName(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getFileName() | CompletionTest_MemberReference_Dot_Prefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10362,CompletionTest_MemberReference_Dot_Prefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getExpectedResultsValues(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getExpectedResultsValues() | CompletionTest_MemberReference_Dot_Prefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10363,CompletionTest_MemberReference_Dot_Prefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getExpectedPrefix(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getExpectedPrefix() | CompletionTest_MemberReference_Dot_Prefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10364,CompletionTest_MemberReference_Dot_Prefix.java,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getCompletionPosition(),0,	 * @see org.eclipse.cdt.core.codeassist.tests.CompletionProposalsTest#getCompletionPosition() | CompletionTest_MemberReference_Dot_Prefix.java,"[0, 0, 0, 0, 1, 0, 0]"
10365,CompletionTest_MemberReference_Dot_Prefix.java,// aClass is valid,0,// aClass is valid | CompletionTest_MemberReference_Dot_Prefix.java,"[1, 0, 0, 0, 0, 0, 0]"
10366,CompletionTest_MemberReference_Dot_Prefix.java,@author hamer,0,@author hamer | CompletionTest_MemberReference_Dot_Prefix.java,"[0, 1, 0, 0, 0, 0, 0]"
10368,CompletionTest_MemberReference_Dot_Prefix.java,"* Testing Member_Reference completion kind, with a prefix
 * After a .",0,"* Testing Member_Reference completion kind, with a prefix
 * After a . | CompletionTest_MemberReference_Dot_Prefix.java","[1, 0, 0, 0, 0, 0, 0]"
10370,FooterClick.java,        // Add a footer click listener,0,        // Add a footer click listener | FooterClick.java,"[1, 0, 0, 0, 0, 0, 0]"
10373,IManagedCommandLineInfo.java, * @noimplement This interface is not intended to be implemented by clients.,0, * @noimplement This interface is not intended to be implemented by clients. | IManagedCommandLineInfo.java,"[0, 0, 0, 1, 0, 0, 0]"
10374,IManagedCommandLineInfo.java,	 * @return command line,0,	 * @return command line | IManagedCommandLineInfo.java,"[0, 0, 0, 1, 0, 0, 0]"
10375,IManagedCommandLineInfo.java,	 * provide fully qualified command line string for tool invocation,0,	 * provide fully qualified command line string for tool invocation | IManagedCommandLineInfo.java,"[1, 0, 0, 0, 0, 0, 0]"
10377,IManagedCommandLineInfo.java,	 * provide tool name,0,	 * provide tool name | IManagedCommandLineInfo.java,"[1, 0, 0, 0, 0, 0, 0]"
10378,IManagedCommandLineInfo.java,	 * give command flags,0,	 * give command flags | IManagedCommandLineInfo.java,"[1, 0, 0, 0, 0, 0, 0]"
10379,IManagedCommandLineInfo.java,	 * provide list of resources used by tool for transformation,0,	 * provide list of resources used by tool for transformation | IManagedCommandLineInfo.java,"[1, 0, 0, 0, 0, 0, 0]"
10380,IManagedCommandLineInfo.java,	 * return output file name,0,	 * return output file name | IManagedCommandLineInfo.java,"[1, 0, 0, 0, 0, 0, 0]"
10381,IManagedCommandLineInfo.java,	 * give command flag to generate output,0,	 * give command flag to generate output | IManagedCommandLineInfo.java,"[1, 0, 0, 0, 0, 0, 0]"
10382,IManagedCommandLineInfo.java,	 * return output prefix,0,	 * return output prefix | IManagedCommandLineInfo.java,"[1, 0, 0, 0, 0, 0, 0]"
10383,CLIEventProcessor.java," Contributors:
 *     QNX Software Systems - Initial API and implementation
 *     Wind River Systems   - Modified for new DSF Reference Implementation
 *     Ericsson AB          - Additional handling of events   
 *     Mikhail Khodjaiants (Mentor Graphics) - Refactor common code in GDBControl* classes (bug 372795)",0," Contributors:
 *     QNX Software Systems - Initial API and implementation
 *     Wind River Systems   - Modified for new DSF Reference Implementation
 *     Ericsson AB          - Additional handling of events   
 *     Mikhail Khodjaiants (Mentor Graphics) - Refactor common code in GDBControl* classes (bug 372795) | CLIEventProcessor.java","[0, 1, 0, 0, 0, 0, 0]"
10385,CLIEventProcessor.java,    // Last Thread ID created,0,    // Last Thread ID created | CLIEventProcessor.java,"[1, 0, 0, 0, 0, 0, 0]"
10386,CLIEventProcessor.java,     * @since 1.1,0,     * @since 1.1 | CLIEventProcessor.java,"[0, 0, 0, 1, 0, 0, 0]"
10387,CLIEventProcessor.java,            // if it was a step instruction set state running,0,            // if it was a step instruction set state running | CLIEventProcessor.java,"[0, 0, 0, 0, 0, 0, 1]"
10388,CLIEventProcessor.java,    /** @since 4.0 */,0,    /** @since 4.0 */ | CLIEventProcessor.java,"[0, 0, 0, 1, 0, 0, 0]"
10389,CLIEventProcessor.java,     * @return,0,     * @return | CLIEventProcessor.java,"[0, 0, 0, 1, 0, 0, 0]"
10391,CLIEventProcessor.java,     * @since 4.0,0,     * @since 4.0 | CLIEventProcessor.java,"[0, 0, 0, 1, 0, 0, 0]"
10394,CLIEventProcessor.java,     * @return,0,     * @return | CLIEventProcessor.java,"[0, 0, 0, 1, 0, 0, 0]"
10395,CLIEventProcessor.java,     * @param operation,0,     * @param operation | CLIEventProcessor.java,"[0, 0, 0, 1, 0, 0, 0]"
10400,IteratorTesterTest.java, * Unit test for IteratorTester.,0, * Unit test for IteratorTester. | IteratorTesterTest.java,"[1, 0, 0, 0, 0, 0, 0]"
10401,IteratorTesterTest.java,// No serialization is used in this test,0,// No serialization is used in this test | IteratorTesterTest.java,"[1, 0, 0, 0, 0, 0, 0]"
10402,IteratorTesterTest.java," * This Iterator wraps another iterator and gives it a bug found
   * in JDK6.
   *
   * <p>This bug is this: if you create an iterator from a TreeSet
   * and call next() on that iterator when hasNext() is false, so
   * that next() throws a NoSuchElementException, then subsequent
   * calls to remove() will incorrectly throw an IllegalStateException,
   * instead of removing the last element returned.",0," * This Iterator wraps another iterator and gives it a bug found
   * in JDK6.
   *
   * <p>This bug is this: if you create an iterator from a TreeSet
   * and call next() on that iterator when hasNext() is false, so
   * that next() throws a NoSuchElementException, then subsequent
   * calls to remove() will incorrectly throw an IllegalStateException,
   * instead of removing the last element returned. | IteratorTesterTest.java","[0, 0, 1, 0, 0, 0, 0]"
10404,IteratorTesterTest.java,"                // We should throw here, but we won't!",0,"                // We should throw here, but we won't! | IteratorTesterTest.java","[1, 0, 0, 0, 0, 0, 0]"
10405,IteratorTesterTest.java,"                // We should throw here, but we won't!",0,"                // We should throw here, but we won't! | IteratorTesterTest.java","[1, 0, 0, 0, 0, 0, 0]"
10406,IteratorTesterTest.java,      // IteratorTester doesn't expect exceptions for hasNext().,0,      // IteratorTester doesn't expect exceptions for hasNext(). | IteratorTesterTest.java,"[1, 0, 0, 0, 0, 0, 0]"
10407,ClientNamenodeProtocolServerSideTranslatorPB.java,   * @param server - the NN server,0,   * @param server - the NN server | ClientNamenodeProtocolServerSideTranslatorPB.java,"[0, 0, 0, 1, 0, 0, 0]"
10409,ClientNamenodeProtocolServerSideTranslatorPB.java,@link ClientNamenodeProtocolPB,0,@link ClientNamenodeProtocolPB | ClientNamenodeProtocolServerSideTranslatorPB.java,"[0, 0, 0, 0, 1, 0, 0]"
10411,StructureTreeTab.java,"Contributors:
 *     Intel Corporation - initial API and implementation",0,"Contributors:
 *     Intel Corporation - initial API and implementation | StructureTreeTab.java","[0, 1, 0, 0, 0, 0, 0]"
10413,StructureTreeTab.java," * contents of whole class such as ResourceDescription,
 * ConfigurationDescription or ProjectDescription
 *
 * Notes:
 *
 * 1. Many strings in the file remain unlocalized
 *    since they represent method names.
 * 2. It is experimental functionality. Work is in progress.
 * 3. Tree depth is limited by 16. Deeper branches are truncated.
 *    But it seems to be very rare situation.",0," * contents of whole class such as ResourceDescription,
 * ConfigurationDescription or ProjectDescription
 *
 * Notes:
 *
 * 1. Many strings in the file remain unlocalized
 *    since they represent method names.
 * 2. It is experimental functionality. Work is in progress.
 * 3. Tree depth is limited by 16. Deeper branches are truncated.
 *    But it seems to be very rare situation. | StructureTreeTab.java","[0, 0, 1, 0, 0, 0, 0]"
10414,StructureTreeTab.java,// default depth,0,// default depth | StructureTreeTab.java,"[1, 0, 0, 0, 0, 0, 0]"
10415,StructureTreeTab.java," * Common check for each tree item:
	 * - corresponding objects are not null.
	 * - tree item nesting is no too deep.",0," * Common check for each tree item:
	 * - corresponding objects are not null.
	 * - tree item nesting is no too deep. | StructureTreeTab.java","[1, 0, 0, 0, 0, 0, 0]"
10418,StructureTreeTab.java,// ConfigurationDescription,0,// ConfigurationDescription | StructureTreeTab.java,"[1, 0, 0, 0, 0, 0, 0]"
10419,StructureTreeTab.java,	 * Adds conents of array to tree.,0,	 * Adds conents of array to tree. | StructureTreeTab.java,"[1, 0, 0, 0, 0, 0, 0]"
10420,StructureTreeTab.java,	// used for languages kinds display,0,	// used for languages kinds display | StructureTreeTab.java,"[1, 0, 0, 0, 0, 0, 0]"
10422,StructureTreeTab.java,		// ALMOST THE SAME AS CBuildData,0,		// ALMOST THE SAME AS CBuildData | StructureTreeTab.java,"[1, 0, 0, 0, 0, 0, 0]"
10423,RegularContiguousSet.java, * @author Gregory Kick,0, * @author Gregory Kick | RegularContiguousSet.java,"[0, 1, 0, 0, 0, 0, 0]"
10425,RegularContiguousSet.java, * An implementation of {@link ContiguousSet} that contains one or more elements.,0, * An implementation of {@link ContiguousSet} that contains one or more elements. | RegularContiguousSet.java,"[1, 0, 0, 0, 0, 0, 0]"
10426,RegularContiguousSet.java, // allow ungenerified Comparable types,0, // allow ungenerified Comparable types | RegularContiguousSet.java,"[1, 0, 0, 0, 0, 0, 0]"
10427,RegularContiguousSet.java,"      // Range would reject our attempt to create (x, x).",0,"      // Range would reject our attempt to create (x, x). | RegularContiguousSet.java","[1, 0, 0, 0, 0, 0, 0]"
10428,RegularContiguousSet.java,// not used by GWT emulation,0,// not used by GWT emulation | RegularContiguousSet.java,"[1, 0, 0, 0, 0, 0, 0]"
10429,RegularContiguousSet.java,// NavigableSet,0,// NavigableSet | RegularContiguousSet.java,"[1, 0, 0, 0, 0, 0, 0]"
